repository_name,site,views,unique_visitors/cloners
github-stats-osprey,github.com,2,1
LCModel,Bing,2,1
LCModel,github.com,1,1
LCModel,DuckDuckGo,1,1
LCModel,yandex.ru,1,1
nifti-mrs-matlab,github.com,3,3
nifti-mrs-matlab,websearch.rakuten.co.jp,1,1
osprey,Google,128,42
osprey,github.com,62,16
osprey,kennedykrieger.org,42,4
osprey,schorschinho.github.io,21,7
osprey,DuckDuckGo,8,2
osprey,Bing,7,3
osprey,mrshub.org,7,2
osprey,forum.mrshub.org,5,3
osprey,specfitlab.com,5,2
osprey,www-ncbi-nlm-nih-gov.ezproxy.lib.swin.edu.au,5,1
osprey-dw-workshop,github.com,2,2
