repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-05-22,2,2
github-stats-osprey,2022-05-23,9,7
github-stats-osprey,2022-05-24,11,7
github-stats-osprey,2022-05-25,9,7
github-stats-osprey,2022-05-26,7,5
github-stats-osprey,2022-05-27,9,6
github-stats-osprey,2022-05-28,7,5
github-stats-osprey,2022-05-29,10,7
github-stats-osprey,2022-05-30,6,4
github-stats-osprey,2022-05-31,8,6
github-stats-osprey,2022-06-01,8,6
github-stats-osprey,2022-06-02,7,4
github-stats-osprey,2022-06-03,9,6
github-stats-osprey,2022-06-04,10,6
LCModel,2022-05-26,1,1
osprey,2022-05-23,22,8
osprey,2022-05-24,2,1
osprey,2022-05-26,2,2
osprey,2022-05-27,2,2
osprey,2022-06-01,1,1
osprey,2022-06-03,495,3
