repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-04-06,6,4
github-stats-osprey,2022-04-07,6,4
github-stats-osprey,2022-04-08,7,4
github-stats-osprey,2022-04-09,6,4
github-stats-osprey,2022-04-10,5,3
github-stats-osprey,2022-04-11,5,3
github-stats-osprey,2022-04-12,4,3
github-stats-osprey,2022-04-13,5,3
github-stats-osprey,2022-04-14,5,3
github-stats-osprey,2022-04-15,6,4
github-stats-osprey,2022-04-16,7,4
github-stats-osprey,2022-04-17,5,3
github-stats-osprey,2022-04-18,5,3
