repository_name,site,views,unique_visitors/cloners
github-stats-osprey,github.com,5,3
LCModel,Google,23,14
LCModel,Bing,8,6
LCModel,forum.mrshub.org,3,2
LCModel,cn.bing.com,2,2
LCModel,es.search.yahoo.com,1,1
nifti-mrs-matlab,cn.bing.com,5,1
nifti-mrs-matlab,meduniwien.webex.com,2,2
nifti-mrs-matlab,Google,1,1
osprey,Google,155,59
osprey,schorschinho.github.io,77,6
osprey,specfitlab.com,17,4
osprey,mrshub.org,12,6
osprey,kennedykrieger.org,12,5
osprey,Bing,11,5
osprey,github.com,7,4
osprey,ecosia.org,3,1
osprey,mail.google.com,2,2
osprey,StartPage,1,1
