repository_name,date,clones,unique_visitors/cloners
osprey,2024-01-09,2,1
osprey,2024-01-10,1,1
osprey,2024-01-11,1,1
osprey,2024-01-12,1,1
osprey,2024-01-13,1,1
osprey,2024-01-16,2,2
osprey,2024-01-17,1,1
osprey-dw-workshop,2024-01-12,1,1
