repository_name,date,views,unique_visitors/cloners
osprey,2023-07-14,83,9
osprey,2023-07-16,5,4
osprey,2023-07-17,48,8
osprey,2023-07-18,51,14
osprey,2023-07-19,24,8
osprey,2023-07-20,47,14
osprey,2023-07-21,11,6
osprey,2023-07-22,61,8
osprey,2023-07-23,6,4
osprey,2023-07-24,35,9
osprey,2023-07-25,97,16
osprey,2023-07-26,31,8
osprey,2023-07-27,84,10
