repository_name,site,views,unique_visitors/cloners
osprey,Google,140,41
osprey,github.com,76,9
osprey,mrshub.org,28,9
osprey,forum.mrshub.org,25,9
osprey,schorschinho.github.io,21,8
osprey,cn.bing.com,9,1
osprey,Bing,5,3
osprey,DuckDuckGo,4,2
osprey,t.co,3,3
osprey,kennedykrieger.org,3,3
