repository_name,date,views,unique_visitors/cloners
github-stats-osprey,2024-05-27,1,1
LCModel,2024-05-19,1,1
LCModel,2024-05-20,33,4
LCModel,2024-05-21,21,8
LCModel,2024-05-22,42,5
LCModel,2024-05-23,4,2
LCModel,2024-05-24,11,2
LCModel,2024-05-25,2,1
LCModel,2024-05-27,83,5
LCModel,2024-05-28,46,6
LCModel,2024-05-29,5,4
LCModel,2024-05-30,3,3
LCModel,2024-05-31,60,8
