repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-12-14,1,1
github-stats-osprey,2022-12-15,6,4
github-stats-osprey,2022-12-16,6,4
github-stats-osprey,2022-12-17,9,6
github-stats-osprey,2022-12-18,6,4
github-stats-osprey,2022-12-19,7,4
github-stats-osprey,2022-12-20,9,7
github-stats-osprey,2022-12-21,7,5
github-stats-osprey,2022-12-22,8,5
github-stats-osprey,2022-12-23,7,4
github-stats-osprey,2022-12-24,1,1
github-stats-osprey,2022-12-25,6,4
github-stats-osprey,2022-12-26,7,5
github-stats-osprey,2022-12-27,2,2
