repository_name,site,views,unique_visitors/cloners
github-stats-osprey,github.com,4,2
LCModel,Google,21,12
LCModel,Bing,8,6
LCModel,forum.mrshub.org,3,2
LCModel,cn.bing.com,2,2
LCModel,es.search.yahoo.com,1,1
