repository_name,date,clones,unique_visitors/cloners
osprey-dw-workshop,2023-02-26,1,1
osprey-dw-workshop,2023-02-27,1,1
osprey-dw-workshop,2023-03-02,4,2
osprey-dw-workshop,2023-03-03,2,1
