date,path,title,count,uniques
2022-07-18,/schorschinho/LCModel,GitHub - schorschinho/LCModel: A collection of compiled LCModel binaries for ...,18,12
2022-07-18,/schorschinho/LCModel/blob/main/LICENSE.md,LCModel/LICENSE.md at main · schorschinho/LCModel · GitHub,8,2
2022-07-18,/schorschinho/LCModel/tree/main/binaries/macos/catalina,LCModel/lcmodel.zip at main · schorschinho/LCModel · GitHub,4,3
2022-07-18,/schorschinho/LCModel/commit/63dccb1be13c5ea4ee2df20db1b4a06c651355e2,"Add source code, test data, Win10 binary, readme, and license. · schorschinho...",3,2
2022-07-18,/schorschinho/LCModel/tree/main/binaries,GitHub - schorschinho/LCModel: A collection of compiled LCModel binaries for ...,3,2
2022-07-18,/schorschinho/LCModel/blob/main/binaries/macos/catalina/lcmodel.zip,LCModel/binaries/macos/catalina at main · schorschinho/LCModel · GitHub,2,1
2022-07-18,/schorschinho/LCModel/blob/main/binaries/macos/catalina/LICENSE.md,LCModel/binaries/macos/catalina at main · schorschinho/LCModel · GitHub,1,1
2022-07-18,/schorschinho/LCModel/find/main,File Finder · GitHub,1,1
2022-07-18,/schorschinho/LCModel/issues,Issues · schorschinho/LCModel · GitHub,1,1
