repository_name,date,clones,unique_visitors/cloners
osprey,2024-04-10,1,1
osprey,2024-04-12,10,5
osprey,2024-04-13,1,1
osprey,2024-04-14,1,1
osprey,2024-04-15,7,6
osprey,2024-04-17,2,2
osprey,2024-04-18,1,1
osprey,2024-04-20,1,1
osprey,2024-04-22,2,2
osprey,2024-04-23,12,7
