repository_name,date,clones,unique_visitors/cloners
multi-language-mrs-processing,2023-08-14,1,1
osprey,2023-08-11,1,1
osprey,2023-08-15,1,1
osprey,2023-08-16,2,2
osprey,2023-08-17,1,1
osprey,2023-08-18,2,2
osprey,2023-08-20,2,2
osprey,2023-08-21,3,2
