repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2023-01-12,6,4
github-stats-osprey,2023-01-13,5,3
github-stats-osprey,2023-01-14,10,7
github-stats-osprey,2023-01-15,7,5
github-stats-osprey,2023-01-16,9,7
github-stats-osprey,2023-01-17,7,5
github-stats-osprey,2023-01-18,7,5
github-stats-osprey,2023-01-19,6,4
github-stats-osprey,2023-01-20,6,4
github-stats-osprey,2023-01-21,8,5
github-stats-osprey,2023-01-22,5,3
github-stats-osprey,2023-01-23,7,5
github-stats-osprey,2023-01-24,7,5
