date,path,title,count,uniques
2022-02-15,/schorschinho/github-stats-osprey,schorschinho/github-stats-osprey,4,1
2022-02-15,/schorschinho/github-stats-osprey/blob/main/.github/workflows/gh-pages-deploy.yml,github-stats-osprey/gh-pages-deploy.yml at main · schorschinho/github-stats-o...,1,1
2022-02-15,/schorschinho/github-stats-osprey/edit/main/.github/workflows/gh-pages-deploy.yml,Editing github-stats-osprey/gh-pages-deploy.yml at main · schorschinho/github...,1,1
