repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2023-09-20,2,1
github-stats-osprey,2023-09-21,8,5
github-stats-osprey,2023-09-22,8,6
github-stats-osprey,2023-09-23,6,5
github-stats-osprey,2023-09-24,6,5
github-stats-osprey,2023-09-25,7,6
github-stats-osprey,2023-09-26,6,5
github-stats-osprey,2023-09-27,6,5
github-stats-osprey,2023-09-28,5,5
github-stats-osprey,2023-09-29,5,5
github-stats-osprey,2023-09-30,7,6
github-stats-osprey,2023-10-01,8,7
github-stats-osprey,2023-10-02,5,5
github-stats-osprey,2023-10-03,7,6
