repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-06-22,1,1
github-stats-osprey,2022-06-23,7,5
github-stats-osprey,2022-06-24,8,5
github-stats-osprey,2022-06-25,10,6
github-stats-osprey,2022-06-26,6,4
github-stats-osprey,2022-06-27,6,4
github-stats-osprey,2022-06-28,8,5
github-stats-osprey,2022-06-29,8,6
github-stats-osprey,2022-06-30,7,5
github-stats-osprey,2022-07-01,6,4
github-stats-osprey,2022-07-02,6,4
github-stats-osprey,2022-07-03,10,6
github-stats-osprey,2022-07-04,7,5
github-stats-osprey,2022-07-05,7,4
osprey,2022-06-22,1,1
osprey,2022-06-23,2,1
osprey,2022-06-24,8,5
osprey,2022-06-25,1,1
osprey,2022-06-27,3,2
osprey,2022-06-28,3,3
osprey,2022-06-30,2,2
osprey,2022-07-04,3,2
osprey,2022-07-05,2,1
