repository_name,date,views,unique_visitors/cloners
osprey,2024-05-15,110,16
osprey,2024-05-16,12,8
osprey,2024-05-17,51,13
osprey,2024-05-18,38,5
osprey,2024-05-19,55,8
osprey,2024-05-20,55,20
osprey,2024-05-21,115,15
osprey,2024-05-22,90,14
osprey,2024-05-23,10,7
osprey,2024-05-24,44,12
osprey,2024-05-25,4,2
osprey,2024-05-26,3,3
osprey,2024-05-27,95,10
osprey,2024-05-28,46,8
plotLCMBasis,2024-05-27,1,1
