repository_name,date,clones,unique_visitors/cloners
plotLCMBasis,2024-02-28,14,10
plotLCMBasis,2024-02-29,1,1
plotLCMBasis,2024-03-01,1,1
plotLCMBasis,2024-03-04,1,1
plotLCMBasis,2024-03-06,1,1
plotLCMBasis,2024-03-08,2,1
