repository_name,date,clones,unique_visitors/cloners
osprey,2023-02-13,1,1
osprey,2023-02-14,3,2
osprey,2023-02-15,2,2
osprey,2023-02-17,2,2
osprey,2023-02-18,1,1
osprey,2023-02-21,1,1
osprey,2023-02-22,21,11
osprey,2023-02-24,1,1
osprey,2023-02-25,1,1
osprey-dw-workshop,2023-02-26,1,1
