repository_name,site,views,unique_visitors/cloners
github-stats-osprey,github.com,3,1
LCModel,Bing,4,2
LCModel,cn.bing.com,1,1
LCModel,github.com,1,1
LCModel,DuckDuckGo,1,1
LCModel,yandex.ru,1,1
nifti-mrs-matlab,github.com,3,3
nifti-mrs-matlab,websearch.rakuten.co.jp,1,1
osprey,Google,156,50
osprey,github.com,59,18
osprey,schorschinho.github.io,42,8
osprey,kennedykrieger.org,42,4
osprey,forum.mrshub.org,8,5
osprey,Bing,6,2
osprey,mrshub.org,5,4
osprey,specfitlab.com,5,2
osprey,mail.google.com,4,2
osprey,t.co,2,1
osprey-dw-workshop,github.com,3,2
