date,path,title,count,uniques
2023-09-14,/schorschinho/github-stats-osprey,schorschinho/github-stats-osprey,2,1
2023-09-14,/schorschinho/github-stats-osprey/actions,Workflow runs · schorschinho/github-stats-osprey,1,1
2023-09-14,/schorschinho/github-stats-osprey/tree/gh-pages,schorschinho/github-stats-osprey at gh-pages,1,1
