repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-02-14,1,1
github-stats-osprey,2022-02-15,14,3
github-stats-osprey,2022-02-16,6,5
github-stats-osprey,2022-02-17,11,8
github-stats-osprey,2022-02-18,8,6
github-stats-osprey,2022-02-19,7,5
github-stats-osprey,2022-02-20,6,4
github-stats-osprey,2022-02-21,7,5
github-stats-osprey,2022-02-22,7,5
github-stats-osprey,2022-02-23,8,6
github-stats-osprey,2022-02-24,3,2
github-stats-osprey,2022-02-25,5,4
github-stats-osprey,2022-02-26,4,3
github-stats-osprey,2022-02-27,6,4
