repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-03-02,1,1
github-stats-osprey,2022-03-03,5,4
github-stats-osprey,2022-03-04,3,2
github-stats-osprey,2022-03-05,6,4
github-stats-osprey,2022-03-06,8,5
github-stats-osprey,2022-03-07,6,4
github-stats-osprey,2022-03-08,4,3
github-stats-osprey,2022-03-09,11,6
github-stats-osprey,2022-03-10,7,5
github-stats-osprey,2022-03-11,8,6
github-stats-osprey,2022-03-12,7,4
github-stats-osprey,2022-03-13,6,4
github-stats-osprey,2022-03-14,8,5
github-stats-osprey,2022-03-15,8,5
