repository_name,date,views,unique_visitors/cloners
github-stats-osprey,2024-05-27,1,1
LCModel,2024-05-27,83,5
LCModel,2024-05-28,46,6
LCModel,2024-05-29,5,4
LCModel,2024-05-30,3,3
LCModel,2024-05-31,60,8
LCModel,2024-06-03,44,3
LCModel,2024-06-04,67,7
LCModel,2024-06-05,62,9
LCModel,2024-06-06,77,7
LCModel,2024-06-07,13,5
