repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2022-06-12,8,5
github-stats-osprey,2022-06-13,6,4
github-stats-osprey,2022-06-14,5,3
github-stats-osprey,2022-06-15,6,4
github-stats-osprey,2022-06-16,8,6
github-stats-osprey,2022-06-17,5,3
github-stats-osprey,2022-06-18,9,6
github-stats-osprey,2022-06-19,7,4
github-stats-osprey,2022-06-20,6,4
github-stats-osprey,2022-06-21,4,3
github-stats-osprey,2022-06-22,8,5
github-stats-osprey,2022-06-23,7,5
github-stats-osprey,2022-06-24,8,5
