repository_name,date,views,unique_visitors/cloners
LCModel,2023-03-06,12,4
LCModel,2023-03-07,5,3
LCModel,2023-03-08,20,8
LCModel,2023-03-09,6,2
LCModel,2023-03-10,16,5
LCModel,2023-03-11,3,3
LCModel,2023-03-12,8,3
LCModel,2023-03-13,7,3
LCModel,2023-03-14,6,4
LCModel,2023-03-15,15,6
LCModel,2023-03-16,4,2
LCModel,2023-03-17,7,4
LCModel,2023-03-18,11,1
LCModel,2023-03-19,14,2
