repository_name,date,clones,unique_visitors/cloners
github-stats-osprey,2023-02-01,8,5
github-stats-osprey,2023-02-02,6,4
github-stats-osprey,2023-02-03,7,5
github-stats-osprey,2023-02-04,7,4
github-stats-osprey,2023-02-05,6,4
github-stats-osprey,2023-02-06,8,5
github-stats-osprey,2023-02-07,5,3
github-stats-osprey,2023-02-08,7,4
github-stats-osprey,2023-02-09,5,3
github-stats-osprey,2023-02-10,7,5
github-stats-osprey,2023-02-11,11,7
github-stats-osprey,2023-02-12,8,5
github-stats-osprey,2023-02-13,7,5
